"","Z","element","transition","transition.keV","intensity","width.eV","edge","edge.keV","fluorescence.yield","shell.filled","subshell.filled","shell.source","subshell.source","Siegbahn","Siegbahn.short","IUPAC.formatted","Siegbahn.formatted","uid"
"2542",89,"Ac","",NA,NA,NA,"L1",19.84,0.153,"","","","","","","$\mathrm{L}_1$","","89-Ac-L1"
"2543",89,"Ac","",NA,NA,NA,"L2",19.083,0.468,"","","","","","","$\mathrm{L}_2$","","89-Ac-L2"
"2544",89,"Ac","",NA,NA,NA,"L3",15.871,0.45,"","","","","","","$\mathrm{L}_3$","","89-Ac-L3"
"2545",89,"Ac","",NA,NA,NA,"M1",5.002,NA,"","","","","","","$\mathrm{M}_1$","","89-Ac-M1"
"2546",89,"Ac","",NA,NA,NA,"M2",4.656,NA,"","","","","","","$\mathrm{M}_2$","","89-Ac-M2"
"2547",89,"Ac","",NA,NA,NA,"M3",3.909,NA,"","","","","","","$\mathrm{M}_3$","","89-Ac-M3"
"2548",89,"Ac","",NA,NA,NA,"M4",3.37,NA,"","","","","","","$\mathrm{M}_4$","","89-Ac-M4"
"2549",89,"Ac","",NA,NA,NA,"M5",3.219,NA,"","","","","","","$\mathrm{M}_5$","","89-Ac-M5"
"2550",89,"Ac","",NA,NA,NA,"N1",1.269,NA,"","","","","","","$\mathrm{N}_1$","","89-Ac-N1"
"2551",90,"Th","KL3",93.351,100,95.2,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","90-Th-KL3"
"2552",90,"Th","KL2",89.958,61.3,96.2,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","90-Th-KL2"
"2553",90,"Th","KM3",105.605,22.7,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","90-Th-KM3"
"2554",90,"Th","KN2,3",108.483,11.8,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","90-Th-KN2,3"
"2555",90,"Th","KM2",104.821,11.9,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","90-Th-KM2"
"2556",90,"Th","L3M5",12.968,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","90-Th-L3M5"
"2557",90,"Th","L3M4",12.809,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","90-Th-L3M4"
"2558",90,"Th","L2M4",16.202,66.8,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","90-Th-L2M4"
"2559",90,"Th","L3N5",15.623,21.8,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","90-Th-L3N5"
"2560",90,"Th","L1M3",16.426,1.2,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","90-Th-L1M3"
"2561",90,"Th","L1M2",15.642,1.3,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","90-Th-L1M2"
"2562",90,"Th","L3O4,5",16.208,4.5,NA,"",NA,NA,"L","L3","O","O4,5","Lb5","Lb","$\mathrm{L}_3\mathrm{O}_{4,5}$","$\mathrm{L}\beta_5$","90-Th-L3O4,5"
"2563",90,"Th","L3N1",14.97,1.7,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","90-Th-L3N1"
"2564",90,"Th","L3O1",16.011,0.4,NA,"",NA,NA,"L","L3","O","O1","Lb7","Lb","$\mathrm{L}_3\mathrm{O}_1$","$\mathrm{L}\beta_7$","90-Th-L3O1"
"2565",90,"Th","L1M5",17.138,0.1,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","90-Th-L1M5"
"2566",90,"Th","L1M4",16.977,0.1,NA,"",NA,NA,"L","L1","M","M4","Lb10","Lb","$\mathrm{L}_1\mathrm{M}_4$","$\mathrm{L}\beta_{10}$","90-Th-L1M4"
"2567",90,"Th","L3N4",15.588,2.4,NA,"",NA,NA,"L","L3","N","N4","Lb15","Lb","$\mathrm{L}_3\mathrm{N}_4$","$\mathrm{L}\beta_{15}$","90-Th-L3N4"
"2568",90,"Th","L2M3",15.642,0.1,NA,"",NA,NA,"L","L2","M","M3","Lb17","Lb","$\mathrm{L}_2\mathrm{M}_3$","$\mathrm{L}\beta_{17}$","90-Th-L2M3"
"2569",90,"Th","L2N4",18.981,15.6,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","90-Th-L2N4"
"2570",90,"Th","L1N2",19.304,0.4,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","90-Th-L1N2"
"2571",90,"Th","L1N3",19.506,0.4,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","90-Th-L1N3"
"2572",90,"Th","L1O3",20.292,0.2,NA,"",NA,NA,"L","L1","O","O3","Lg4","Lg","$\mathrm{L}_1\mathrm{O}_3$","$\mathrm{L}\gamma_4$","90-Th-L1O3"
"2573",90,"Th","L2N1",18.353,0.5,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","90-Th-L2N1"
"2574",90,"Th","L2O4",19.601,3,NA,"",NA,NA,"L","L2","O","O4","Lg6","Lg","$\mathrm{L}_2\mathrm{O}_4$","$\mathrm{L}\gamma_6$","90-Th-L2O4"
"2575",90,"Th","L2O1",19.403,0.1,NA,"",NA,NA,"L","L2","O","O1","Lg8","Lg","$\mathrm{L}_2\mathrm{O}_1$","$\mathrm{L}\gamma_8$","90-Th-L2O1"
"2576",90,"Th","L1N5",19.793,0,NA,"",NA,NA,"L","L1","N","N5","Lg11","Lg","$\mathrm{L}_1\mathrm{N}_5$","$\mathrm{L}\gamma_{11}$","90-Th-L1N5"
"2577",90,"Th","L3M1",11.118,6.7,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","90-Th-L3M1"
"2578",90,"Th","L2M1",14.511,1.9,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","90-Th-L2M1"
"2579",90,"Th","L1N4",19.756,0,NA,"",NA,NA,"L","L1","N","N4","","Lg","$\mathrm{L}_1\mathrm{N}_4$","","90-Th-L1N4"
"2580",90,"Th","M5N7",2.996,100,NA,"",NA,NA,"M","M5","N","N7","Ma1","Ma","$\mathrm{M}_5\mathrm{N}_7$","$\mathrm{M}\alpha_1$","90-Th-M5N7"
"2581",90,"Th","M5N6",2.987,100,NA,"",NA,NA,"M","M5","N","N6","Ma2","Ma","$\mathrm{M}_5\mathrm{N}_6$","$\mathrm{M}\alpha_2$","90-Th-M5N6"
"2582",90,"Th","M4N6",3.146,60,NA,"",NA,NA,"M","M4","N","N6","Mb1","Mb","$\mathrm{M}_4\mathrm{N}_6$","$\mathrm{M}\beta_1$","90-Th-M4N6"
"2583",90,"Th","M3N5",3.37,5,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","90-Th-M3N5"
"2584",90,"Th","M4N2,3",2.364,1,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","90-Th-M4N2,3"
"2585",90,"Th","M5N3",2.322,0.1,NA,"",NA,NA,"M","M5","N","N3","Mz2","Mz","$\mathrm{M}_5\mathrm{N}_3$","$\mathrm{M}\zeta_2$","90-Th-M5N3"
"2586",90,"Th","M1N3",4.226,0.1,NA,"",NA,NA,"M","M1","N","N3","","","$\mathrm{M}_1\mathrm{N}_3$","","90-Th-M1N3"
"2587",90,"Th","M2N4",4.118,5,NA,"",NA,NA,"M","M2","N","N4","","","$\mathrm{M}_2\mathrm{N}_4$","","90-Th-M2N4"
"2588",90,"Th","M3N1",2.714,1,NA,"",NA,NA,"M","M3","N","N1","","","$\mathrm{M}_3\mathrm{N}_1$","","90-Th-M3N1"
"2589",90,"Th","M3N4",3.335,5,NA,"",NA,NA,"M","M3","N","N4","Mg2","Mg","$\mathrm{M}_3\mathrm{N}_4$","$\mathrm{M}\gamma_2$","90-Th-M3N4"
"2590",90,"Th","M3O1",3.777,0.5,NA,"",NA,NA,"M","M3","O","O1","","","$\mathrm{M}_3\mathrm{O}_1$","","90-Th-M3O1"
"2591",90,"Th","M3O4",3.96,1,NA,"",NA,NA,"M","M3","O","O4","","","$\mathrm{M}_3\mathrm{O}_4$","","90-Th-M3O4"
"2592",90,"Th","M3O5",3.961,1,NA,"",NA,NA,"M","M3","O","O5","","","$\mathrm{M}_3\mathrm{O}_5$","","90-Th-M3O5"
"2593",90,"Th","",NA,NA,NA,"K",109.651,0.971,"","","","","","","$\mathrm{K}$","","90-Th-K"
"2594",90,"Th","",NA,NA,NA,"L1",20.472,0.161,"","","","","","","$\mathrm{L}_1$","","90-Th-L1"
"2595",90,"Th","",NA,NA,NA,"L2",19.693,0.479,"","","","","","","$\mathrm{L}_2$","","90-Th-L2"
"2596",90,"Th","",NA,NA,NA,"L3",16.3,0.463,"","","","","","","$\mathrm{L}_3$","","90-Th-L3"
"2597",90,"Th","",NA,NA,NA,"M1",5.182,NA,"","","","","","","$\mathrm{M}_1$","","90-Th-M1"
"2598",90,"Th","",NA,NA,NA,"M2",4.83,NA,"","","","","","","$\mathrm{M}_2$","","90-Th-M2"
"2599",90,"Th","",NA,NA,NA,"M3",4.046,NA,"","","","","","","$\mathrm{M}_3$","","90-Th-M3"
"2600",90,"Th","",NA,NA,NA,"M4",3.491,NA,"","","","","","","$\mathrm{M}_4$","","90-Th-M4"
"2601",90,"Th","",NA,NA,NA,"M5",3.332,NA,"","","","","","","$\mathrm{M}_5$","","90-Th-M5"
"2602",90,"Th","",NA,NA,NA,"N1",1.33,NA,"","","","","","","$\mathrm{N}_1$","","90-Th-N1"
"2603",91,"Pa","KL3",95.868,100,99.3,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","91-Pa-KL3"
"2604",91,"Pa","KL2",92.287,61.4,100.7,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","91-Pa-KL2"
"2605",91,"Pa","KM3",108.427,22.8,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","91-Pa-KM3"
"2606",91,"Pa","KN2,3",111.377,11.9,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","91-Pa-KN2,3"
"2607",91,"Pa","KM2",107.6,12,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","91-Pa-KM2"
"2608",91,"Pa","L3M5",13.291,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","91-Pa-L3M5"
"2609",91,"Pa","L3M4",13.122,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","91-Pa-L3M4"
"2610",91,"Pa","L2M4",16.703,67.1,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","91-Pa-L2M4"
"2611",91,"Pa","L3N5",16.019,22.1,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","91-Pa-L3N5"
"2612",91,"Pa","L1M3",16.931,1.1,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","91-Pa-L1M3"
"2613",91,"Pa","L1M2",16.104,1.3,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","91-Pa-L1M2"
"2614",91,"Pa","L3O4,5",16.639,4.6,NA,"",NA,NA,"L","L3","O","O4,5","Lb5","Lb","$\mathrm{L}_3\mathrm{O}_{4,5}$","$\mathrm{L}\beta_5$","91-Pa-L3O4,5"
"2615",91,"Pa","L3N1",15.346,1.7,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","91-Pa-L3N1"
"2616",91,"Pa","L3O1",16.428,0.4,NA,"",NA,NA,"L","L3","O","O1","Lb7","Lb","$\mathrm{L}_3\mathrm{O}_1$","$\mathrm{L}\beta_7$","91-Pa-L3O1"
"2617",91,"Pa","L1M5",17.658,0.1,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","91-Pa-L1M5"
"2618",91,"Pa","L1M4",17.489,0.1,NA,"",NA,NA,"L","L1","M","M4","Lb10","Lb","$\mathrm{L}_1\mathrm{M}_4$","$\mathrm{L}\beta_{10}$","91-Pa-L1M4"
"2619",91,"Pa","L3N4",15.98,2.4,NA,"",NA,NA,"L","L3","N","N4","Lb15","Lb","$\mathrm{L}_3\mathrm{N}_4$","$\mathrm{L}\beta_{15}$","91-Pa-L3N4"
"2620",91,"Pa","L2M3",16.138,0.1,NA,"",NA,NA,"L","L2","M","M3","Lb17","Lb","$\mathrm{L}_2\mathrm{M}_3$","$\mathrm{L}\beta_{17}$","91-Pa-L2M3"
"2621",91,"Pa","L2N4",19.571,15.8,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","91-Pa-L2N4"
"2622",91,"Pa","L1N2",19.881,0.4,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","91-Pa-L1N2"
"2623",91,"Pa","L1N3",20.098,0.4,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","91-Pa-L1N3"
"2624",91,"Pa","L1O3",20.884,0.2,NA,"",NA,NA,"L","L1","O","O3","Lg4","Lg","$\mathrm{L}_1\mathrm{O}_3$","$\mathrm{L}\gamma_4$","91-Pa-L1O3"
"2625",91,"Pa","L2N1",18.925,0.5,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","91-Pa-L2N1"
"2626",91,"Pa","L2O4",20.22,3.1,NA,"",NA,NA,"L","L2","O","O4","Lg6","Lg","$\mathrm{L}_2\mathrm{O}_4$","$\mathrm{L}\gamma_6$","91-Pa-L2O4"
"2627",91,"Pa","L2O1",20.017,0.1,NA,"",NA,NA,"L","L2","O","O1","Lg8","Lg","$\mathrm{L}_2\mathrm{O}_1$","$\mathrm{L}\gamma_8$","91-Pa-L2O1"
"2628",91,"Pa","L1N5",20.396,0,NA,"",NA,NA,"L","L1","N","N5","Lg11","Lg","$\mathrm{L}_1\mathrm{N}_5$","$\mathrm{L}\gamma_{11}$","91-Pa-L1N5"
"2629",91,"Pa","L3M1",11.366,6.8,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","91-Pa-L3M1"
"2630",91,"Pa","L2M1",14.947,1.9,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","91-Pa-L2M1"
"2631",91,"Pa","L1N4",20.359,0,NA,"",NA,NA,"L","L1","N","N4","","Lg","$\mathrm{L}_1\mathrm{N}_4$","","91-Pa-L1N4"
"2632",91,"Pa","M5N7",3.083,100,NA,"",NA,NA,"M","M5","N","N7","Ma1","Ma","$\mathrm{M}_5\mathrm{N}_7$","$\mathrm{M}\alpha_1$","91-Pa-M5N7"
"2633",91,"Pa","M5N6",3.073,100,NA,"",NA,NA,"M","M5","N","N6","Ma2","Ma","$\mathrm{M}_5\mathrm{N}_6$","$\mathrm{M}\alpha_2$","91-Pa-M5N6"
"2634",91,"Pa","M4N6",3.24,60,NA,"",NA,NA,"M","M4","N","N6","Mb1","Mb","$\mathrm{M}_4\mathrm{N}_6$","$\mathrm{M}\beta_1$","91-Pa-M4N6"
"2635",91,"Pa","M3N5",3.466,5,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","91-Pa-M3N5"
"2636",91,"Pa","M4N2,3",2.435,1,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","91-Pa-M4N2,3"
"2637",91,"Pa","M5N3",2.388,0.1,NA,"",NA,NA,"M","M5","N","N3","Mz2","Mz","$\mathrm{M}_5\mathrm{N}_3$","$\mathrm{M}\zeta_2$","91-Pa-M5N3"
"2638",91,"Pa","M2N4",4.261,5,NA,"",NA,NA,"M","M2","N","N4","","","$\mathrm{M}_2\mathrm{N}_4$","","91-Pa-M2N4"
"2639",91,"Pa","M3N1",2.786,1,NA,"",NA,NA,"M","M3","N","N1","","","$\mathrm{M}_3\mathrm{N}_1$","","91-Pa-M3N1"
"2640",91,"Pa","M3N4",3.431,5,NA,"",NA,NA,"M","M3","N","N4","Mg2","Mg","$\mathrm{M}_3\mathrm{N}_4$","$\mathrm{M}\gamma_2$","91-Pa-M3N4"
"2641",91,"Pa","M3O1",3.821,0.5,NA,"",NA,NA,"M","M3","O","O1","","","$\mathrm{M}_3\mathrm{O}_1$","","91-Pa-M3O1"
"2642",91,"Pa","M3O4",4.081,1,NA,"",NA,NA,"M","M3","O","O4","","","$\mathrm{M}_3\mathrm{O}_4$","","91-Pa-M3O4"
"2643",91,"Pa","",NA,NA,NA,"K",112.601,0.972,"","","","","","","$\mathrm{K}$","","91-Pa-K"
"2644",91,"Pa","",NA,NA,NA,"L1",21.105,0.162,"","","","","","","$\mathrm{L}_1$","","91-Pa-L1"
"2645",91,"Pa","",NA,NA,NA,"L2",20.314,0.472,"","","","","","","$\mathrm{L}_2$","","91-Pa-L2"
"2646",91,"Pa","",NA,NA,NA,"L3",16.733,0.476,"","","","","","","$\mathrm{L}_3$","","91-Pa-L3"
"2647",91,"Pa","",NA,NA,NA,"M1",5.367,NA,"","","","","","","$\mathrm{M}_1$","","91-Pa-M1"
"2648",91,"Pa","",NA,NA,NA,"M2",5.001,NA,"","","","","","","$\mathrm{M}_2$","","91-Pa-M2"
"2649",91,"Pa","",NA,NA,NA,"M3",4.174,NA,"","","","","","","$\mathrm{M}_3$","","91-Pa-M3"
"2650",91,"Pa","",NA,NA,NA,"M4",3.611,NA,"","","","","","","$\mathrm{M}_4$","","91-Pa-M4"
"2651",91,"Pa","",NA,NA,NA,"M5",3.442,NA,"","","","","","","$\mathrm{M}_5$","","91-Pa-M5"
"2652",91,"Pa","",NA,NA,NA,"N1",1.387,NA,"","","","","","","$\mathrm{N}_1$","","91-Pa-N1"
"2653",92,"U","KL3",98.44,100,103.5,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","92-U-KL3"
"2654",92,"U","KL2",94.658,61.6,105.4,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","92-U-KL2"
"2655",92,"U","KM3",111.303,22.8,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","92-U-KM3"
"2656",92,"U","KN2,3",114.335,12,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","92-U-KN2,3"
"2657",92,"U","KM2",110.424,12,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","92-U-KM2"
"2658",92,"U","L3M5",13.614,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","92-U-L3M5"
"2659",92,"U","L3M4",13.438,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","92-U-L3M4"
"2660",92,"U","L2M4",17.22,67.3,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","92-U-L2M4"
"2661",92,"U","L3N5",16.428,22.3,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","92-U-L3N5"
"2662",92,"U","L1M3",17.454,1.2,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","92-U-L1M3"
"2663",92,"U","L1M2",16.575,1.4,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","92-U-L1M2"
"2664",92,"U","L3O4,5",17.063,4.7,NA,"",NA,NA,"L","L3","O","O4,5","Lb5","Lb","$\mathrm{L}_3\mathrm{O}_{4,5}$","$\mathrm{L}\beta_5$","92-U-L3O4,5"
"2665",92,"U","L3N1",15.727,1.8,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","92-U-L3N1"
"2666",92,"U","L3O1",16.846,0.4,NA,"",NA,NA,"L","L3","O","O1","Lb7","Lb","$\mathrm{L}_3\mathrm{O}_1$","$\mathrm{L}\beta_7$","92-U-L3O1"
"2667",92,"U","L1M5",18.225,0.1,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","92-U-L1M5"
"2668",92,"U","L1M4",18.051,0.1,NA,"",NA,NA,"L","L1","M","M4","Lb10","Lb","$\mathrm{L}_1\mathrm{M}_4$","$\mathrm{L}\beta_{10}$","92-U-L1M4"
"2669",92,"U","L3N4",16.385,2.4,NA,"",NA,NA,"L","L3","N","N4","Lb15","Lb","$\mathrm{L}_3\mathrm{N}_4$","$\mathrm{L}\beta_{15}$","92-U-L3N4"
"2670",92,"U","L2M3",16.648,0.1,NA,"",NA,NA,"L","L2","M","M3","Lb17","Lb","$\mathrm{L}_2\mathrm{M}_3$","$\mathrm{L}\beta_{17}$","92-U-L2M3"
"2671",92,"U","L2N4",20.17,15.9,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","92-U-L2N4"
"2672",92,"U","L1N2",20.486,0.4,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","92-U-L1N2"
"2673",92,"U","L1N3",20.714,0.4,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","92-U-L1N3"
"2674",92,"U","L1O3",21.563,0.2,NA,"",NA,NA,"L","L1","O","O3","Lg4","Lg","$\mathrm{L}_1\mathrm{O}_3$","$\mathrm{L}\gamma_4$","92-U-L1O3"
"2675",92,"U","L2N1",19.508,0.5,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","92-U-L2N1"
"2676",92,"U","L2O4",20.845,3.2,NA,"",NA,NA,"L","L2","O","O4","Lg6","Lg","$\mathrm{L}_2\mathrm{O}_4$","$\mathrm{L}\gamma_6$","92-U-L2O4"
"2677",92,"U","L2O1",20.62,0.1,NA,"",NA,NA,"L","L2","O","O1","Lg8","Lg","$\mathrm{L}_2\mathrm{O}_1$","$\mathrm{L}\gamma_8$","92-U-L2O1"
"2678",92,"U","L1N5",21.018,0,NA,"",NA,NA,"L","L1","N","N5","Lg11","Lg","$\mathrm{L}_1\mathrm{N}_5$","$\mathrm{L}\gamma_{11}$","92-U-L1N5"
"2679",92,"U","L3M1",11.618,6.9,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","92-U-L3M1"
"2680",92,"U","L2M1",15.4,1.9,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","92-U-L2M1"
"2681",92,"U","L1N4",20.979,0,NA,"",NA,NA,"L","L1","N","N4","","Lg","$\mathrm{L}_1\mathrm{N}_4$","","92-U-L1N4"
"2682",92,"U","M5N7",3.171,100,NA,"",NA,NA,"M","M5","N","N7","Ma1","Ma","$\mathrm{M}_5\mathrm{N}_7$","$\mathrm{M}\alpha_1$","92-U-M5N7"
"2683",92,"U","M5N6",3.16,100,NA,"",NA,NA,"M","M5","N","N6","Ma2","Ma","$\mathrm{M}_5\mathrm{N}_6$","$\mathrm{M}\alpha_2$","92-U-M5N6"
"2684",92,"U","M4N6",3.337,60,NA,"",NA,NA,"M","M4","N","N6","Mb1","Mb","$\mathrm{M}_4\mathrm{N}_6$","$\mathrm{M}\beta_1$","92-U-M4N6"
"2685",92,"U","M3N5",3.564,5,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","92-U-M3N5"
"2686",92,"U","M4N2,3",2.507,1,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","92-U-M4N2,3"
"2687",92,"U","M5N3",2.455,0.1,NA,"",NA,NA,"M","M5","N","N3","Mz2","Mz","$\mathrm{M}_5\mathrm{N}_3$","$\mathrm{M}\zeta_2$","92-U-M5N3"
"2688",92,"U","M1N3",4.504,0.1,NA,"",NA,NA,"M","M1","N","N3","","","$\mathrm{M}_1\mathrm{N}_3$","","92-U-M1N3"
"2689",92,"U","M2N4",4.401,5,NA,"",NA,NA,"M","M2","N","N4","","","$\mathrm{M}_2\mathrm{N}_4$","","92-U-M2N4"
